scale : 2 	 n_feats : 64 	 n_RG : 10 	 n_RCAB : 20 
837000-count 	 lr : 0.000006 	 RGB_PSNR : 36.044764 	 Y_PSNR : 38.239293 
838000-count 	 lr : 0.000006 	 RGB_PSNR : 36.043928 	 Y_PSNR : 38.239843 
839000-count 	 lr : 0.000006 	 RGB_PSNR : 36.046401 	 Y_PSNR : 38.243159 
840000-count 	 lr : 0.000006 	 RGB_PSNR : 36.045413 	 Y_PSNR : 38.241645 
841000-count 	 lr : 0.000006 	 RGB_PSNR : 36.043886 	 Y_PSNR : 38.240977 
842000-count 	 lr : 0.000006 	 RGB_PSNR : 36.048791 	 Y_PSNR : 38.246227 
843000-count 	 lr : 0.000006 	 RGB_PSNR : 36.043318 	 Y_PSNR : 38.239088 
844000-count 	 lr : 0.000006 	 RGB_PSNR : 36.052826 	 Y_PSNR : 38.252371 
845000-count 	 lr : 0.000006 	 RGB_PSNR : 36.047894 	 Y_PSNR : 38.243351 
846000-count 	 lr : 0.000006 	 RGB_PSNR : 36.044649 	 Y_PSNR : 38.241538 
847000-count 	 lr : 0.000006 	 RGB_PSNR : 36.052899 	 Y_PSNR : 38.249473 
848000-count 	 lr : 0.000006 	 RGB_PSNR : 36.042415 	 Y_PSNR : 38.237501 
849000-count 	 lr : 0.000006 	 RGB_PSNR : 36.053210 	 Y_PSNR : 38.249968 
850000-count 	 lr : 0.000006 	 RGB_PSNR : 36.049952 	 Y_PSNR : 38.246596 
851000-count 	 lr : 0.000006 	 RGB_PSNR : 36.051085 	 Y_PSNR : 38.247790 
852000-count 	 lr : 0.000006 	 RGB_PSNR : 36.048144 	 Y_PSNR : 38.244783 
853000-count 	 lr : 0.000006 	 RGB_PSNR : 36.048016 	 Y_PSNR : 38.245613 
854000-count 	 lr : 0.000006 	 RGB_PSNR : 36.052775 	 Y_PSNR : 38.251270 
855000-count 	 lr : 0.000006 	 RGB_PSNR : 36.046813 	 Y_PSNR : 38.244291 
856000-count 	 lr : 0.000006 	 RGB_PSNR : 36.043100 	 Y_PSNR : 38.239824 
857000-count 	 lr : 0.000006 	 RGB_PSNR : 36.050668 	 Y_PSNR : 38.247933 
858000-count 	 lr : 0.000006 	 RGB_PSNR : 36.039422 	 Y_PSNR : 38.234998 
859000-count 	 lr : 0.000006 	 RGB_PSNR : 36.037660 	 Y_PSNR : 38.233521 
860000-count 	 lr : 0.000006 	 RGB_PSNR : 36.044626 	 Y_PSNR : 38.238595 
861000-count 	 lr : 0.000006 	 RGB_PSNR : 36.043011 	 Y_PSNR : 38.240206 
862000-count 	 lr : 0.000006 	 RGB_PSNR : 36.041078 	 Y_PSNR : 38.236748 
863000-count 	 lr : 0.000006 	 RGB_PSNR : 36.044538 	 Y_PSNR : 38.240988 
864000-count 	 lr : 0.000006 	 RGB_PSNR : 36.045607 	 Y_PSNR : 38.242269 
865000-count 	 lr : 0.000006 	 RGB_PSNR : 36.039650 	 Y_PSNR : 38.236721 
866000-count 	 lr : 0.000006 	 RGB_PSNR : 36.053288 	 Y_PSNR : 38.251902 
867000-count 	 lr : 0.000006 	 RGB_PSNR : 36.046630 	 Y_PSNR : 38.242966 
868000-count 	 lr : 0.000006 	 RGB_PSNR : 36.051941 	 Y_PSNR : 38.250557 
869000-count 	 lr : 0.000006 	 RGB_PSNR : 36.047714 	 Y_PSNR : 38.246510 
870000-count 	 lr : 0.000006 	 RGB_PSNR : 36.044103 	 Y_PSNR : 38.242225 
871000-count 	 lr : 0.000006 	 RGB_PSNR : 36.052608 	 Y_PSNR : 38.250127 
872000-count 	 lr : 0.000006 	 RGB_PSNR : 36.052364 	 Y_PSNR : 38.250057 
873000-count 	 lr : 0.000006 	 RGB_PSNR : 36.044441 	 Y_PSNR : 38.240523 
874000-count 	 lr : 0.000006 	 RGB_PSNR : 36.047042 	 Y_PSNR : 38.244244 
875000-count 	 lr : 0.000006 	 RGB_PSNR : 36.045992 	 Y_PSNR : 38.243235 
876000-count 	 lr : 0.000006 	 RGB_PSNR : 36.049687 	 Y_PSNR : 38.248498 
877000-count 	 lr : 0.000006 	 RGB_PSNR : 36.043525 	 Y_PSNR : 38.240087 
878000-count 	 lr : 0.000006 	 RGB_PSNR : 36.047703 	 Y_PSNR : 38.245213 
879000-count 	 lr : 0.000006 	 RGB_PSNR : 36.050645 	 Y_PSNR : 38.249610 
880000-count 	 lr : 0.000006 	 RGB_PSNR : 36.051070 	 Y_PSNR : 38.249155 
881000-count 	 lr : 0.000006 	 RGB_PSNR : 36.050803 	 Y_PSNR : 38.248842 
882000-count 	 lr : 0.000006 	 RGB_PSNR : 36.058599 	 Y_PSNR : 38.256039 
883000-count 	 lr : 0.000006 	 RGB_PSNR : 36.052343 	 Y_PSNR : 38.250435 
884000-count 	 lr : 0.000006 	 RGB_PSNR : 36.052787 	 Y_PSNR : 38.250936 
885000-count 	 lr : 0.000006 	 RGB_PSNR : 36.050813 	 Y_PSNR : 38.248667 
886000-count 	 lr : 0.000006 	 RGB_PSNR : 36.053564 	 Y_PSNR : 38.252637 
887000-count 	 lr : 0.000006 	 RGB_PSNR : 36.040442 	 Y_PSNR : 38.236897 
888000-count 	 lr : 0.000006 	 RGB_PSNR : 36.052941 	 Y_PSNR : 38.252558 
889000-count 	 lr : 0.000006 	 RGB_PSNR : 36.050726 	 Y_PSNR : 38.248213 
890000-count 	 lr : 0.000006 	 RGB_PSNR : 36.055197 	 Y_PSNR : 38.252738 
891000-count 	 lr : 0.000006 	 RGB_PSNR : 36.052267 	 Y_PSNR : 38.249212 
892000-count 	 lr : 0.000006 	 RGB_PSNR : 36.044891 	 Y_PSNR : 38.240312 
893000-count 	 lr : 0.000006 	 RGB_PSNR : 36.053249 	 Y_PSNR : 38.250437 
894000-count 	 lr : 0.000006 	 RGB_PSNR : 36.051984 	 Y_PSNR : 38.250004 
895000-count 	 lr : 0.000006 	 RGB_PSNR : 36.045688 	 Y_PSNR : 38.241722 
896000-count 	 lr : 0.000006 	 RGB_PSNR : 36.051171 	 Y_PSNR : 38.248716 
897000-count 	 lr : 0.000006 	 RGB_PSNR : 36.042861 	 Y_PSNR : 38.239141 
898000-count 	 lr : 0.000006 	 RGB_PSNR : 36.053270 	 Y_PSNR : 38.250856 
899000-count 	 lr : 0.000006 	 RGB_PSNR : 36.051523 	 Y_PSNR : 38.248148 
900000-count 	 lr : 0.000006 	 RGB_PSNR : 36.046572 	 Y_PSNR : 38.243837 
901000-count 	 lr : 0.000006 	 RGB_PSNR : 36.045240 	 Y_PSNR : 38.242358 
902000-count 	 lr : 0.000006 	 RGB_PSNR : 36.049449 	 Y_PSNR : 38.247523 
903000-count 	 lr : 0.000006 	 RGB_PSNR : 36.052298 	 Y_PSNR : 38.250230 
904000-count 	 lr : 0.000006 	 RGB_PSNR : 36.043691 	 Y_PSNR : 38.240055 
905000-count 	 lr : 0.000006 	 RGB_PSNR : 36.051799 	 Y_PSNR : 38.249942 
906000-count 	 lr : 0.000006 	 RGB_PSNR : 36.054149 	 Y_PSNR : 38.253369 
907000-count 	 lr : 0.000006 	 RGB_PSNR : 36.056892 	 Y_PSNR : 38.256069 
908000-count 	 lr : 0.000006 	 RGB_PSNR : 36.048317 	 Y_PSNR : 38.246435 
909000-count 	 lr : 0.000006 	 RGB_PSNR : 36.050080 	 Y_PSNR : 38.247532 
910000-count 	 lr : 0.000006 	 RGB_PSNR : 36.052741 	 Y_PSNR : 38.249113 
911000-count 	 lr : 0.000006 	 RGB_PSNR : 36.051736 	 Y_PSNR : 38.248832 
912000-count 	 lr : 0.000006 	 RGB_PSNR : 36.051125 	 Y_PSNR : 38.248091 
913000-count 	 lr : 0.000006 	 RGB_PSNR : 36.046402 	 Y_PSNR : 38.245605 
914000-count 	 lr : 0.000006 	 RGB_PSNR : 36.049468 	 Y_PSNR : 38.246725 
915000-count 	 lr : 0.000006 	 RGB_PSNR : 36.051086 	 Y_PSNR : 38.249645 
916000-count 	 lr : 0.000006 	 RGB_PSNR : 36.051143 	 Y_PSNR : 38.248824 
917000-count 	 lr : 0.000006 	 RGB_PSNR : 36.047305 	 Y_PSNR : 38.243478 
918000-count 	 lr : 0.000006 	 RGB_PSNR : 36.043675 	 Y_PSNR : 38.242263 
919000-count 	 lr : 0.000006 	 RGB_PSNR : 36.050433 	 Y_PSNR : 38.248041 
920000-count 	 lr : 0.000006 	 RGB_PSNR : 36.046528 	 Y_PSNR : 38.244143 
921000-count 	 lr : 0.000006 	 RGB_PSNR : 36.049248 	 Y_PSNR : 38.247908 
922000-count 	 lr : 0.000006 	 RGB_PSNR : 36.048978 	 Y_PSNR : 38.247123 
923000-count 	 lr : 0.000006 	 RGB_PSNR : 36.047809 	 Y_PSNR : 38.246803 
924000-count 	 lr : 0.000006 	 RGB_PSNR : 36.047161 	 Y_PSNR : 38.245397 
925000-count 	 lr : 0.000006 	 RGB_PSNR : 36.054319 	 Y_PSNR : 38.252704 
926000-count 	 lr : 0.000006 	 RGB_PSNR : 36.051424 	 Y_PSNR : 38.249990 
927000-count 	 lr : 0.000006 	 RGB_PSNR : 36.051567 	 Y_PSNR : 38.249592 
928000-count 	 lr : 0.000006 	 RGB_PSNR : 36.044842 	 Y_PSNR : 38.243072 
929000-count 	 lr : 0.000006 	 RGB_PSNR : 36.055215 	 Y_PSNR : 38.253927 
930000-count 	 lr : 0.000006 	 RGB_PSNR : 36.047663 	 Y_PSNR : 38.244953 
931000-count 	 lr : 0.000006 	 RGB_PSNR : 36.051645 	 Y_PSNR : 38.250441 
932000-count 	 lr : 0.000006 	 RGB_PSNR : 36.041439 	 Y_PSNR : 38.238845 
933000-count 	 lr : 0.000006 	 RGB_PSNR : 36.045432 	 Y_PSNR : 38.242795 
934000-count 	 lr : 0.000006 	 RGB_PSNR : 36.048538 	 Y_PSNR : 38.245524 
935000-count 	 lr : 0.000006 	 RGB_PSNR : 36.043090 	 Y_PSNR : 38.239900 
936000-count 	 lr : 0.000006 	 RGB_PSNR : 36.041376 	 Y_PSNR : 38.238814 
937000-count 	 lr : 0.000006 	 RGB_PSNR : 36.043805 	 Y_PSNR : 38.241097 
938000-count 	 lr : 0.000006 	 RGB_PSNR : 36.043284 	 Y_PSNR : 38.240619 
939000-count 	 lr : 0.000006 	 RGB_PSNR : 36.045831 	 Y_PSNR : 38.242785 
940000-count 	 lr : 0.000006 	 RGB_PSNR : 36.047772 	 Y_PSNR : 38.243051 
941000-count 	 lr : 0.000006 	 RGB_PSNR : 36.052273 	 Y_PSNR : 38.247961 
942000-count 	 lr : 0.000006 	 RGB_PSNR : 36.050501 	 Y_PSNR : 38.247753 
943000-count 	 lr : 0.000006 	 RGB_PSNR : 36.045656 	 Y_PSNR : 38.244287 
944000-count 	 lr : 0.000006 	 RGB_PSNR : 36.047124 	 Y_PSNR : 38.245775 
945000-count 	 lr : 0.000006 	 RGB_PSNR : 36.052334 	 Y_PSNR : 38.251128 
946000-count 	 lr : 0.000006 	 RGB_PSNR : 36.046190 	 Y_PSNR : 38.246580 
947000-count 	 lr : 0.000006 	 RGB_PSNR : 36.046976 	 Y_PSNR : 38.245680 
948000-count 	 lr : 0.000006 	 RGB_PSNR : 36.053498 	 Y_PSNR : 38.251381 
949000-count 	 lr : 0.000006 	 RGB_PSNR : 36.050103 	 Y_PSNR : 38.248795 
950000-count 	 lr : 0.000006 	 RGB_PSNR : 36.049652 	 Y_PSNR : 38.247945 
951000-count 	 lr : 0.000006 	 RGB_PSNR : 36.047374 	 Y_PSNR : 38.244683 
952000-count 	 lr : 0.000006 	 RGB_PSNR : 36.046817 	 Y_PSNR : 38.244568 
953000-count 	 lr : 0.000006 	 RGB_PSNR : 36.048941 	 Y_PSNR : 38.247266 
954000-count 	 lr : 0.000006 	 RGB_PSNR : 36.049218 	 Y_PSNR : 38.247909 
955000-count 	 lr : 0.000006 	 RGB_PSNR : 36.050635 	 Y_PSNR : 38.249107 
956000-count 	 lr : 0.000006 	 RGB_PSNR : 36.052735 	 Y_PSNR : 38.251739 
957000-count 	 lr : 0.000006 	 RGB_PSNR : 36.049807 	 Y_PSNR : 38.246620 
958000-count 	 lr : 0.000006 	 RGB_PSNR : 36.049562 	 Y_PSNR : 38.247530 
959000-count 	 lr : 0.000006 	 RGB_PSNR : 36.048621 	 Y_PSNR : 38.247004 
960000-count 	 lr : 0.000006 	 RGB_PSNR : 36.044268 	 Y_PSNR : 38.241525 
961000-count 	 lr : 0.000006 	 RGB_PSNR : 36.038893 	 Y_PSNR : 38.235511 
962000-count 	 lr : 0.000006 	 RGB_PSNR : 36.042191 	 Y_PSNR : 38.238840 
963000-count 	 lr : 0.000006 	 RGB_PSNR : 36.040032 	 Y_PSNR : 38.236219 
964000-count 	 lr : 0.000006 	 RGB_PSNR : 36.050347 	 Y_PSNR : 38.248434 
965000-count 	 lr : 0.000006 	 RGB_PSNR : 36.048665 	 Y_PSNR : 38.245974 
966000-count 	 lr : 0.000006 	 RGB_PSNR : 36.048646 	 Y_PSNR : 38.246621 
967000-count 	 lr : 0.000006 	 RGB_PSNR : 36.052378 	 Y_PSNR : 38.251265 
968000-count 	 lr : 0.000006 	 RGB_PSNR : 36.048238 	 Y_PSNR : 38.244440 
969000-count 	 lr : 0.000006 	 RGB_PSNR : 36.045839 	 Y_PSNR : 38.240687 
970000-count 	 lr : 0.000006 	 RGB_PSNR : 36.043686 	 Y_PSNR : 38.240270 
971000-count 	 lr : 0.000006 	 RGB_PSNR : 36.048227 	 Y_PSNR : 38.246670 
972000-count 	 lr : 0.000006 	 RGB_PSNR : 36.050423 	 Y_PSNR : 38.247883 
973000-count 	 lr : 0.000006 	 RGB_PSNR : 36.053690 	 Y_PSNR : 38.251934 
974000-count 	 lr : 0.000006 	 RGB_PSNR : 36.049319 	 Y_PSNR : 38.246855 
975000-count 	 lr : 0.000006 	 RGB_PSNR : 36.049613 	 Y_PSNR : 38.247156 
976000-count 	 lr : 0.000006 	 RGB_PSNR : 36.045815 	 Y_PSNR : 38.242405 
977000-count 	 lr : 0.000006 	 RGB_PSNR : 36.050744 	 Y_PSNR : 38.247675 
978000-count 	 lr : 0.000006 	 RGB_PSNR : 36.051892 	 Y_PSNR : 38.249285 
979000-count 	 lr : 0.000006 	 RGB_PSNR : 36.052776 	 Y_PSNR : 38.252514 
980000-count 	 lr : 0.000006 	 RGB_PSNR : 36.049008 	 Y_PSNR : 38.246964 
981000-count 	 lr : 0.000006 	 RGB_PSNR : 36.049761 	 Y_PSNR : 38.248995 
982000-count 	 lr : 0.000006 	 RGB_PSNR : 36.044191 	 Y_PSNR : 38.241719 
983000-count 	 lr : 0.000006 	 RGB_PSNR : 36.047888 	 Y_PSNR : 38.244664 
984000-count 	 lr : 0.000006 	 RGB_PSNR : 36.046266 	 Y_PSNR : 38.244897 
985000-count 	 lr : 0.000006 	 RGB_PSNR : 36.047995 	 Y_PSNR : 38.245760 
986000-count 	 lr : 0.000006 	 RGB_PSNR : 36.038415 	 Y_PSNR : 38.234143 
987000-count 	 lr : 0.000006 	 RGB_PSNR : 36.047647 	 Y_PSNR : 38.244152 
988000-count 	 lr : 0.000006 	 RGB_PSNR : 36.049608 	 Y_PSNR : 38.246008 
989000-count 	 lr : 0.000006 	 RGB_PSNR : 36.047776 	 Y_PSNR : 38.241903 
990000-count 	 lr : 0.000006 	 RGB_PSNR : 36.050743 	 Y_PSNR : 38.247924 
991000-count 	 lr : 0.000006 	 RGB_PSNR : 36.047870 	 Y_PSNR : 38.244020 
992000-count 	 lr : 0.000006 	 RGB_PSNR : 36.045779 	 Y_PSNR : 38.241763 
993000-count 	 lr : 0.000006 	 RGB_PSNR : 36.051223 	 Y_PSNR : 38.248080 
994000-count 	 lr : 0.000006 	 RGB_PSNR : 36.045241 	 Y_PSNR : 38.241980 
995000-count 	 lr : 0.000006 	 RGB_PSNR : 36.046984 	 Y_PSNR : 38.244906 
996000-count 	 lr : 0.000006 	 RGB_PSNR : 36.053991 	 Y_PSNR : 38.253212 
997000-count 	 lr : 0.000006 	 RGB_PSNR : 36.051325 	 Y_PSNR : 38.251557 
998000-count 	 lr : 0.000006 	 RGB_PSNR : 36.056107 	 Y_PSNR : 38.256674 
999000-count 	 lr : 0.000006 	 RGB_PSNR : 36.049522 	 Y_PSNR : 38.247683 
1000000-count 	 lr : 0.000003 	 RGB_PSNR : 36.055188 	 Y_PSNR : 38.254081 
